"method","rep","direction","penalty","AUC"
"MMR",40,"seq_to_array","elastic_net",0.840659340659341
"MMR",40,"seq_to_array","ridge",0.581807081807082
"MMR",41,"array_to_seq","lasso",0.752747252747253
"MMR",41,"array_to_seq","elastic_net",0.775335775335775
"MMR",41,"array_to_seq","ridge",0.635531135531135
"MMR",41,"seq_to_array","lasso",0.825396825396825
"MMR",41,"seq_to_array","elastic_net",0.838217338217338
"MMR",41,"seq_to_array","ridge",0.57997557997558
"MMR",42,"array_to_seq","lasso",0.875457875457875
"MMR",42,"array_to_seq","elastic_net",0.878510378510378
"MMR",42,"array_to_seq","ridge",0.541514041514041
"MMR",42,"seq_to_array","lasso",0.854090354090354
"MMR",42,"seq_to_array","elastic_net",0.86996336996337
"MMR",42,"seq_to_array","ridge",0.488400488400488
"MMR",43,"array_to_seq","lasso",0.772893772893773
"MMR",43,"array_to_seq","elastic_net",0.826617826617827
"MMR",43,"array_to_seq","ridge",0.568986568986569
"MMR",43,"seq_to_array","lasso",0.808302808302808
"MMR",43,"seq_to_array","elastic_net",0.827838827838828
"MMR",43,"seq_to_array","ridge",0.766788766788767
"MMR",44,"array_to_seq","lasso",0.73015873015873
"MMR",44,"array_to_seq","elastic_net",0.900488400488401
"MMR",44,"array_to_seq","ridge",0.53968253968254
"MMR",44,"seq_to_array","lasso",0.855921855921856
"MMR",44,"seq_to_array","elastic_net",0.8998778998779
"MMR",44,"seq_to_array","ridge",0.804639804639805
"MMR",45,"array_to_seq","lasso",0.811965811965812
"MMR",45,"array_to_seq","elastic_net",0.863247863247863
"MMR",45,"array_to_seq","ridge",0.629426129426129
"MMR",45,"seq_to_array","lasso",0.868742368742369
"MMR",45,"seq_to_array","elastic_net",0.862637362637363
"MMR",45,"seq_to_array","ridge",0.752136752136752
"MMR",46,"array_to_seq","lasso",0.617216117216117
"MMR",46,"array_to_seq","elastic_net",0.576312576312576
"MMR",46,"array_to_seq","ridge",0.467032967032967
"MMR",46,"seq_to_array","lasso",0.83028083028083
"MMR",46,"seq_to_array","elastic_net",0.798534798534799
"MMR",46,"seq_to_array","ridge",0.780830280830281
"MMR",47,"array_to_seq","lasso",0.756410256410256
"MMR",47,"array_to_seq","elastic_net",0.804639804639805
"MMR",47,"array_to_seq","ridge",0.525641025641026
"MMR",47,"seq_to_array","lasso",0.826617826617827
"MMR",47,"seq_to_array","elastic_net",0.847374847374847
"MMR",47,"seq_to_array","ridge",0.726495726495726
"MMR",48,"array_to_seq","lasso",0.716117216117216
"MMR",48,"array_to_seq","elastic_net",0.712454212454212
"MMR",48,"array_to_seq","ridge",0.491452991452991
"MMR",48,"seq_to_array","lasso",0.826007326007326
"MMR",48,"seq_to_array","elastic_net",0.864468864468865
"MMR",48,"seq_to_array","ridge",0.708791208791209
"MMR",49,"array_to_seq","lasso",0.821123321123321
"MMR",49,"array_to_seq","elastic_net",0.744810744810745
"MMR",49,"array_to_seq","ridge",0.457875457875458
"MMR",49,"seq_to_array","lasso",0.841269841269841
"MMR",49,"seq_to_array","elastic_net",0.855311355311355
"MMR",49,"seq_to_array","ridge",0.614163614163614
"MMR",50,"array_to_seq","lasso",0.753968253968254
"MMR",50,"array_to_seq","elastic_net",0.80952380952381
"MMR",50,"array_to_seq","ridge",0.484126984126984
"MMR",50,"seq_to_array","lasso",0.593406593406593
"MMR",50,"seq_to_array","elastic_net",0.84981684981685
"MMR",50,"seq_to_array","ridge",0.584554334554335
